State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,Uttar Pradesh_District_4,2017,Rabi,Groundnut,4411.8,5601.76
Karnataka,Karnataka_District_2,2021,Whole Year,Sugarcane,3677.42,274769.93
Gujarat,Gujarat_District_5,2012,Rabi,Jowar,1972.5,1523.79
Haryana,Haryana_District_4,2014,Rabi,Wheat,2351.43,6596.23
Uttar Pradesh,Uttar Pradesh_District_1,2017,Rabi,Potato,1727.91,35189.77
Madhya Pradesh,Madhya Pradesh_District_4,2012,Kharif,Maize,512.23,1049.34
Rajasthan,Rajasthan_District_3,2012,Rabi,Maize,1994.85,5097.14
Karnataka,Karnataka_District_2,2018,Rabi,Sunflower,2190.53,1909.92
Tamil Nadu,Tamil Nadu_District_4,2001,Kharif,Sunflower,2090.28,1951.57
Rajasthan,Rajasthan_District_4,2019,Rabi,Potato,1184.05,22828.55
Madhya Pradesh,Madhya Pradesh_District_1,2017,Kharif,Jowar,3400.75,2686.72
Chhattisgarh,Chhattisgarh_District_1,2007,Rabi,Maize,632.57,1401.62
Chhattisgarh,Chhattisgarh_District_1,2013,Whole Year,Sugarcane,2010.4,151408.55
Rajasthan,Rajasthan_District_3,2011,Rabi,Wheat,2064.97,6088.65
Odisha,Odisha_District_1,2011,Kharif,Soyabean,4308.74,4566.3
Madhya Pradesh,Madhya Pradesh_District_5,2007,Kharif,Sunflower,1273.58,1260.75
Chhattisgarh,Chhattisgarh_District_4,2021,Rabi,Chickpea,329.13,272.19
Chhattisgarh,Chhattisgarh_District_2,2017,Kharif,Cotton,4196.11,1679.2
Chhattisgarh,Chhattisgarh_District_4,2019,Rabi,Potato,1770.38,34532.84
Haryana,Haryana_District_5,2015,Kharif,Rice,3523.08,7132.34
Punjab,Punjab_District_5,2002,Kharif,Turmeric,881.11,3498.94
Chhattisgarh,Chhattisgarh_District_1,2002,Kharif,Bajra,3105.77,2965.96
Tamil Nadu,Tamil Nadu_District_5,2003,Rabi,Groundnut,3075.46,3632.6
Punjab,Punjab_District_3,2013,Kharif,Turmeric,1767.78,10250.93
Punjab,Punjab_District_5,2006,Kharif,Turmeric,2345.32,8043.52
Chhattisgarh,Chhattisgarh_District_1,2005,Kharif,Sunflower,3107.58,2747.9
Gujarat,Gujarat_District_1,2005,Rabi,Lentil,4098.29,3984.39
Telangana,Telangana_District_5,2007,Rabi,Lentil,3413.43,3557.42
Gujarat,Gujarat_District_2,2002,Rabi,Lentil,4441.46,3929.15
Tamil Nadu,Tamil Nadu_District_4,2008,Kharif,Turmeric,2535.37,14909.5
Gujarat,Gujarat_District_1,2014,Rabi,Wheat,1718.76,3409.08
Gujarat,Gujarat_District_3,2004,Kharif,Turmeric,4494.29,26244.18
Chhattisgarh,Chhattisgarh_District_2,2013,Whole Year,Sugarcane,3831.45,292488.8
Maharashtra,Maharashtra_District_4,2008,Rabi,Chickpea,4938.1,5121.02
Maharashtra,Maharashtra_District_4,2004,Rabi,Sunflower,4528.68,3742.32
Karnataka,Karnataka_District_3,2013,Rabi,Wheat,656.43,2210.07
Uttar Pradesh,Uttar Pradesh_District_3,2011,Rabi,Jowar,1459.57,1307.2
Gujarat,Gujarat_District_1,2016,Kharif,Rice,4057.47,8905.42
Telangana,Telangana_District_4,2007,Whole Year,Sugarcane,1952.17,135737.0
Bihar,Bihar_District_2,2004,Kharif,Turmeric,214.5,1041.98
Telangana,Telangana_District_2,2014,Kharif,Turmeric,4273.35,28540.45
Haryana,Haryana_District_3,2007,Kharif,Soyabean,1236.09,1500.22
Punjab,Punjab_District_3,2010,Whole Year,Sugarcane,3840.38,256047.67
Madhya Pradesh,Madhya Pradesh_District_3,2004,Kharif,Rice,862.12,1995.31
Tamil Nadu,Tamil Nadu_District_4,2018,Kharif,Soyabean,3137.93,3409.74
West Bengal,West Bengal_District_5,2007,Rabi,Mustard,1680.1,1889.33
West Bengal,West Bengal_District_5,2006,Rabi,Chickpea,2139.16,1595.13
Gujarat,Gujarat_District_5,2012,Kharif,Turmeric,908.92,4563.57
Rajasthan,Rajasthan_District_3,2017,Rabi,Jowar,2773.52,2299.67
Tamil Nadu,Tamil Nadu_District_4,2020,Kharif,Rice,4254.04,10411.72
Haryana,Haryana_District_4,2015,Rabi,Maize,4882.98,9875.56
Rajasthan,Rajasthan_District_4,2008,Rabi,Maize,1850.02,2748.53
Gujarat,Gujarat_District_2,2018,Kharif,Maize,1867.5,4866.75
Haryana,Haryana_District_2,2016,Rabi,Jowar,4741.94,4144.49
West Bengal,West Bengal_District_5,2009,Rabi,Potato,1099.41,25302.33
Tamil Nadu,Tamil Nadu_District_4,2021,Rabi,Mustard,3896.04,4665.48
Gujarat,Gujarat_District_4,2016,Rabi,Maize,534.49,1076.25
Gujarat,Gujarat_District_1,2004,Rabi,Chickpea,4567.66,5137.02
Chhattisgarh,Chhattisgarh_District_3,2009,Kharif,Rice,1940.94,3896.57
Maharashtra,Maharashtra_District_2,2007,Kharif,Maize,2047.34,3484.39
Tamil Nadu,Tamil Nadu_District_4,2006,Rabi,Potato,3280.76,63298.46
Tamil Nadu,Tamil Nadu_District_5,2014,Rabi,Wheat,1731.79,3381.45
West Bengal,West Bengal_District_4,2008,Kharif,Soyabean,2524.59,2582.47
Punjab,Punjab_District_2,2021,Rabi,Wheat,1362.86,3940.3
Uttar Pradesh,Uttar Pradesh_District_2,2019,Kharif,Bajra,1232.15,1050.59
Maharashtra,Maharashtra_District_1,2017,Kharif,Rice,2630.48,6431.08
Bihar,Bihar_District_2,2019,Rabi,Chickpea,1028.68,1121.81
Bihar,Bihar_District_4,2017,Rabi,Sunflower,717.51,683.58
Uttar Pradesh,Uttar Pradesh_District_2,2020,Kharif,Groundnut,2004.59,2888.86
Uttar Pradesh,Uttar Pradesh_District_3,2001,Kharif,Jowar,1115.2,
Andhra Pradesh,Andhra Pradesh_District_1,2017,Kharif,Soyabean,305.51,262.68
Punjab,Punjab_District_5,2010,Rabi,Potato,3427.04,83283.63
Punjab,Punjab_District_3,2019,Whole Year,Sugarcane,54.97,4383.87
Haryana,Haryana_District_4,2013,Kharif,Cotton,4163.71,1835.47
Chhattisgarh,Chhattisgarh_District_3,2015,Kharif,Bajra,1848.12,1147.38
Maharashtra,Maharashtra_District_3,2010,Rabi,Lentil,4928.04,4923.31
Punjab,Punjab_District_2,2001,Rabi,Wheat,3332.67,8340.34
Odisha,Odisha_District_3,2014,Whole Year,Sugarcane,1816.98,137863.53
Telangana,Telangana_District_4,2005,Rabi,Wheat,70.78,196.1
Chhattisgarh,Chhattisgarh_District_4,2012,Rabi,Wheat,1955.07,6706.86
Chhattisgarh,Chhattisgarh_District_5,2007,Kharif,Turmeric,1478.58,9774.07
Andhra Pradesh,Andhra Pradesh_District_4,2003,Kharif,Cotton,4728.57,1896.83
Karnataka,Karnataka_District_2,2002,Rabi,Lentil,4186.93,3551.01
Tamil Nadu,Tamil Nadu_District_3,2001,Kharif,Rice,676.11,952.89
Tamil Nadu,Tamil Nadu_District_2,2014,Kharif,Cotton,4193.28,2125.02
Rajasthan,Rajasthan_District_1,2001,Kharif,Rice,2819.77,5704.41
Karnataka,Karnataka_District_2,2017,Whole Year,Sugarcane,1851.27,137833.13
Punjab,Punjab_District_1,2016,Kharif,Soyabean,907.04,1127.39
Tamil Nadu,Tamil Nadu_District_4,2019,Kharif,Cotton,1014.85,489.84
Chhattisgarh,Chhattisgarh_District_2,2004,Kharif,Jowar,4804.43,4164.43
Telangana,Telangana_District_1,2012,Rabi,Chickpea,1368.16,993.75
Uttar Pradesh,Uttar Pradesh_District_3,2008,Kharif,Jowar,4172.19,2562.36
Madhya Pradesh,Madhya Pradesh_District_3,2004,Kharif,Sunflower,3292.28,3322.43
Andhra Pradesh,Andhra Pradesh_District_5,2017,Kharif,Turmeric,4965.7,30656.36
Punjab,Punjab_District_2,2004,Rabi,Mustard,1097.98,930.29
Rajasthan,Rajasthan_District_3,2006,Kharif,Jowar,2143.73,2092.73
Bihar,Bihar_District_5,2015,Kharif,Cotton,2798.75,1521.24
Odisha,Odisha_District_2,2007,Kharif,Cotton,2361.04,1385.95
Tamil Nadu,Tamil Nadu_District_4,2009,Kharif,Rice,1640.65,3616.14
Gujarat,Gujarat_District_3,2017,Rabi,Wheat,3673.67,11437.68
Karnataka,Karnataka_District_1,2014,Kharif,Rice,3619.95,8047.13
Haryana,Haryana_District_3,2017,Rabi,Wheat,3548.75,12945.87
Gujarat,Gujarat_District_4,2012,Kharif,Cotton,4486.88,2203.35
Rajasthan,Rajasthan_District_4,2012,Kharif,Cotton,2447.04,812.37
Andhra Pradesh,Andhra Pradesh_District_1,2014,Whole Year,Sugarcane,2168.88,133786.88
Bihar,Bihar_District_5,2006,Kharif,Turmeric,567.83,3621.86
Uttar Pradesh,Uttar Pradesh_District_2,2005,Kharif,Bajra,3016.34,3229.34
Madhya Pradesh,Madhya Pradesh_District_1,2012,Kharif,Maize,621.83,
Bihar,Bihar_District_5,2004,Kharif,Turmeric,4380.24,22850.69
Gujarat,Gujarat_District_5,2006,Rabi,Wheat,1965.83,4984.03
Maharashtra,Maharashtra_District_3,2014,Rabi,Mustard,4816.15,5433.51
West Bengal,West Bengal_District_3,2008,Kharif,Bajra,1749.75,1276.69
Karnataka,Karnataka_District_4,2002,Kharif,Bajra,4338.53,3382.78
Tamil Nadu,Tamil Nadu_District_1,2017,Rabi,Lentil,4333.38,4394.49
West Bengal,West Bengal_District_5,2005,Kharif,Soyabean,1250.5,1077.81
Madhya Pradesh,Madhya Pradesh_District_2,2012,Rabi,Mustard,899.89,949.1
Punjab,Punjab_District_3,2021,Rabi,Mustard,1968.08,2496.74
Punjab,Punjab_District_2,2018,Kharif,Rice,2062.16,4386.01
Chhattisgarh,Chhattisgarh_District_1,2002,Rabi,Mustard,1549.81,1306.44
Andhra Pradesh,Andhra Pradesh_District_2,2010,Rabi,Groundnut,3575.05,4642.35
Uttar Pradesh,Uttar Pradesh_District_3,2010,Rabi,Mustard,4036.84,4226.24
Uttar Pradesh,Uttar Pradesh_District_2,2005,Kharif,Jowar,68.88,68.41
Chhattisgarh,Chhattisgarh_District_5,2006,Kharif,Bajra,2956.33,2413.41
Maharashtra,Maharashtra_District_3,2018,Kharif,Turmeric,2439.98,13358.55
Tamil Nadu,Tamil Nadu_District_4,2016,Rabi,Lentil,3322.17,3185.22
West Bengal,West Bengal_District_5,2016,Rabi,Wheat,4557.04,12405.92
Maharashtra,Maharashtra_District_2,2017,Rabi,Mustard,3933.11,4222.41
Punjab,Punjab_District_3,2006,Kharif,Rice,3159.59,8738.89
Andhra Pradesh,Andhra Pradesh_District_1,2021,Whole Year,Sugarcane,2675.04,204781.56
West Bengal,West Bengal_District_3,2017,Rabi,Wheat,1737.33,5410.83
Gujarat,Gujarat_District_2,2013,Kharif,Rice,4479.15,12422.34
Karnataka,Karnataka_District_1,2004,Kharif,Rice,2499.52,6434.39
West Bengal,West Bengal_District_1,2010,Rabi,Mustard,996.58,1380.74
Chhattisgarh,Chhattisgarh_District_1,2020,Rabi,Potato,2167.23,45467.38
Karnataka,Karnataka_District_2,2002,Kharif,Jowar,2167.26,2027.69
Rajasthan,Rajasthan_District_4,2008,Kharif,Bajra,1073.57,848.56
Bihar,Bihar_District_2,2007,Rabi,Jowar,3665.19,2657.24
Chhattisgarh,Chhattisgarh_District_2,2014,Kharif,Bajra,1081.16,1259.79
Maharashtra,Maharashtra_District_4,2007,Whole Year,Sugarcane,1137.64,71632.01
Rajasthan,Rajasthan_District_3,2012,Rabi,Potato,2662.93,57134.99
Andhra Pradesh,Andhra Pradesh_District_2,2001,Rabi,Wheat,3124.92,8451.93
Uttar Pradesh,Uttar Pradesh_District_5,2013,Whole Year,Sugarcane,706.76,45511.21
Karnataka,Karnataka_District_3,2010,Rabi,Chickpea,879.84,1021.15
Odisha,Odisha_District_4,2003,Kharif,Bajra,4613.11,3940.13
Haryana,Haryana_District_2,2011,Rabi,Jowar,1786.67,1548.56
Madhya Pradesh,Madhya Pradesh_District_2,2012,Kharif,Soyabean,1400.17,1371.96
Telangana,Telangana_District_1,2020,Kharif,Groundnut,3516.39,4680.64
Haryana,Haryana_District_4,2005,Kharif,Rice,4373.57,6631.87
Haryana,Haryana_District_2,2014,Rabi,Wheat,3048.89,9287.15
West Bengal,West Bengal_District_4,2012,Kharif,Cotton,3978.94,2039.2
Uttar Pradesh,Uttar Pradesh_District_3,2002,Rabi,Jowar,2181.11,1823.07
Madhya Pradesh,Madhya Pradesh_District_5,2005,Kharif,Sunflower,2686.69,1984.34
Tamil Nadu,Tamil Nadu_District_1,2018,Rabi,Chickpea,1681.42,1629.12
Odisha,Odisha_District_3,2016,Kharif,Groundnut,3400.52,5157.85
Karnataka,Karnataka_District_2,2015,Rabi,Maize,2818.11,7198.25
Gujarat,Gujarat_District_3,2007,Rabi,Chickpea,186.99,140.83
Tamil Nadu,Tamil Nadu_District_1,2007,Rabi,Maize,2636.83,5200.63
Gujarat,Gujarat_District_2,2017,Rabi,Lentil,4337.35,3929.47
Uttar Pradesh,Uttar Pradesh_District_3,2017,Kharif,Turmeric,4490.18,24699.02
Uttar Pradesh,Uttar Pradesh_District_4,2014,Rabi,Chickpea,4167.95,4191.03
Uttar Pradesh,Uttar Pradesh_District_1,2007,Kharif,Bajra,1495.5,1501.99
Karnataka,Karnataka_District_4,2014,Kharif,Maize,4156.31,10209.23
Chhattisgarh,Chhattisgarh_District_1,2012,Whole Year,Sugarcane,3054.96,260341.98
Maharashtra,Maharashtra_District_4,2019,Kharif,Maize,2596.7,6227.26
Telangana,Telangana_District_4,2021,Rabi,Chickpea,1623.46,1677.26
Karnataka,Karnataka_District_5,2016,Rabi,Jowar,2923.85,2569.86
Odisha,Odisha_District_5,2009,Kharif,Bajra,3102.56,2633.27
Odisha,Odisha_District_3,2013,Rabi,Wheat,1564.78,4716.25
Chhattisgarh,Chhattisgarh_District_5,2015,Rabi,Jowar,2771.66,3336.02
Haryana,Haryana_District_1,2007,Rabi,Potato,4743.19,77447.95
Andhra Pradesh,Andhra Pradesh_District_1,2021,Kharif,Groundnut,4959.29,7229.69
Odisha,Odisha_District_2,2011,Whole Year,Sugarcane,714.83,51873.65
Haryana,Haryana_District_2,2004,Kharif,Sunflower,3559.36,3160.05
Telangana,Telangana_District_3,2001,Rabi,Groundnut,843.98,1038.34
Madhya Pradesh,Madhya Pradesh_District_1,2012,Rabi,Chickpea,1854.01,1512.8
Tamil Nadu,Tamil Nadu_District_5,2020,Rabi,Mustard,4039.85,4782.9
Madhya Pradesh,Madhya Pradesh_District_5,2006,Kharif,Turmeric,2846.32,13412.49
Punjab,Punjab_District_3,2010,Kharif,Rice,2507.83,5526.8
Maharashtra,Maharashtra_District_1,2015,Whole Year,Sugarcane,2423.87,178439.41
Rajasthan,Rajasthan_District_5,2008,Kharif,Turmeric,1528.55,8546.0
Odisha,Odisha_District_4,2012,Rabi,Jowar,3567.04,2532.4
Punjab,Punjab_District_3,2006,Whole Year,Sugarcane,1386.67,93638.53
West Bengal,West Bengal_District_3,2018,Rabi,Chickpea,1435.62,1421.58
Gujarat,Gujarat_District_1,2005,Kharif,Jowar,116.19,99.11
Gujarat,Gujarat_District_2,2011,Rabi,Chickpea,2384.66,2337.14
Madhya Pradesh,Madhya Pradesh_District_2,2014,Kharif,Soyabean,159.77,168.42
Telangana,Telangana_District_2,2009,Rabi,Sunflower,3079.75,2984.18
Odisha,Odisha_District_2,2002,Rabi,Potato,4188.64,84123.67
West Bengal,West Bengal_District_4,2007,Rabi,Mustard,809.92,936.11
Madhya Pradesh,Madhya Pradesh_District_5,2002,Rabi,Sunflower,3011.66,2376.28
Telangana,Telangana_District_4,2019,Kharif,Turmeric,4814.92,27351.31
Punjab,Punjab_District_3,2005,Kharif,Jowar,1481.25,1353.18
Madhya Pradesh,Madhya Pradesh_District_2,2012,Rabi,Groundnut,4862.56,7131.18
Uttar Pradesh,Uttar Pradesh_District_2,2016,Kharif,Turmeric,1341.61,8441.97
Odisha,Odisha_District_4,2007,Rabi,Mustard,2117.06,1643.55
Bihar,Bihar_District_2,2001,Kharif,Cotton,1895.81,741.35
Karnataka,Karnataka_District_1,2004,Kharif,Rice,1506.98,3834.95
Punjab,Punjab_District_1,2003,Rabi,Mustard,3077.7,3846.83
Maharashtra,Maharashtra_District_2,2004,Kharif,Turmeric,2399.97,15099.32
Gujarat,Gujarat_District_1,2012,Rabi,Mustard,4812.66,5407.68
Maharashtra,Maharashtra_District_1,2007,Kharif,Maize,2334.63,5367.65
Haryana,Haryana_District_3,2006,Kharif,Soyabean,3073.7,2631.01
Rajasthan,Rajasthan_District_4,2009,Rabi,Sunflower,1806.19,1427.04
Bihar,Bihar_District_1,2016,Rabi,Lentil,3952.27,3435.09
Chhattisgarh,Chhattisgarh_District_2,2011,Kharif,Turmeric,957.96,6008.72
Bihar,Bihar_District_3,2001,Rabi,Lentil,2886.51,2115.2
Maharashtra,Maharashtra_District_5,2011,Rabi,Sunflower,3342.21,2960.62
Rajasthan,Rajasthan_District_2,2018,Kharif,Maize,238.15,450.76
Karnataka,Karnataka_District_2,2010,Rabi,Sunflower,4847.72,3254.62
Maharashtra,Maharashtra_District_2,2012,Kharif,Cotton,3320.08,1459.4
Madhya Pradesh,Madhya Pradesh_District_1,2003,Rabi,Mustard,3108.74,4426.73
Haryana,Haryana_District_1,2013,Rabi,Lentil,4623.35,2244.19
Gujarat,Gujarat_District_2,2012,Rabi,Groundnut,565.51,597.53
Punjab,Punjab_District_1,2003,Kharif,Bajra,1629.74,1340.86
Andhra Pradesh,Andhra Pradesh_District_2,2001,Rabi,Lentil,1409.86,973.84
Haryana,Haryana_District_5,2015,Kharif,Sunflower,3168.36,2842.96
Gujarat,Gujarat_District_1,2007,Kharif,Sunflower,1786.01,1462.73
Chhattisgarh,Chhattisgarh_District_2,2004,Rabi,Lentil,2595.71,2115.42
Odisha,Odisha_District_3,2019,Rabi,Mustard,4274.21,6129.58
Tamil Nadu,Tamil Nadu_District_3,2018,Rabi,Chickpea,3459.53,2623.22
Bihar,Bihar_District_5,2010,Kharif,Soyabean,4685.86,4775.98
Maharashtra,Maharashtra_District_3,2017,Rabi,Potato,1021.17,26221.16
Rajasthan,Rajasthan_District_5,2001,Rabi,Wheat,4701.97,14953.81
Bihar,Bihar_District_5,2008,Kharif,Groundnut,862.79,1045.41
Punjab,Punjab_District_4,2008,Kharif,Groundnut,3732.16,3647.7
Rajasthan,Rajasthan_District_3,2018,Kharif,Bajra,448.85,430.15
Uttar Pradesh,Uttar Pradesh_District_2,2008,Rabi,Maize,1497.1,3439.14
Andhra Pradesh,Andhra Pradesh_District_2,2014,Rabi,Maize,4026.31,8548.06
Karnataka,Karnataka_District_3,2011,Kharif,Sunflower,1292.89,1144.73
Chhattisgarh,Chhattisgarh_District_5,2019,Kharif,Rice,4934.61,10992.02
Odisha,Odisha_District_4,2003,Kharif,Cotton,2180.47,909.55
Madhya Pradesh,Madhya Pradesh_District_3,2014,Rabi,Potato,4782.74,105302.33
Madhya Pradesh,Madhya Pradesh_District_5,2018,Kharif,Cotton,778.56,414.73
Telangana,Telangana_District_3,2018,Rabi,Groundnut,3538.96,3604.11
Uttar Pradesh,Uttar Pradesh_District_2,2018,Rabi,Potato,245.12,5617.73
Bihar,Bihar_District_2,2014,Kharif,Cotton,2771.5,1404.76
Bihar,Bihar_District_2,2021,Rabi,Maize,4041.03,8712.37
Rajasthan,Rajasthan_District_5,2020,Rabi,Sunflower,1019.53,816.27
West Bengal,West Bengal_District_2,2012,Rabi,Wheat,673.15,2252.32
Odisha,Odisha_District_4,2005,Rabi,Sunflower,1972.58,1720.95
Uttar Pradesh,Uttar Pradesh_District_5,2003,Kharif,Soyabean,1180.77,1393.37
Madhya Pradesh,Madhya Pradesh_District_5,2009,Kharif,Rice,2110.91,4566.44
Madhya Pradesh,Madhya Pradesh_District_1,2019,Whole Year,Sugarcane,2261.82,154895.19
Haryana,Haryana_District_5,2013,Rabi,Mustard,399.09,400.36
Uttar Pradesh,Uttar Pradesh_District_5,2003,Kharif,Cotton,4129.76,1874.78
Rajasthan,Rajasthan_District_3,2002,Rabi,Wheat,3001.29,9534.84
Karnataka,Karnataka_District_3,2019,Kharif,Rice,4268.42,11735.91
Maharashtra,Maharashtra_District_2,2019,Rabi,Lentil,763.8,889.85
Tamil Nadu,Tamil Nadu_District_5,2003,Rabi,Chickpea,720.07,607.05
Andhra Pradesh,Andhra Pradesh_District_5,2015,Kharif,Turmeric,3417.36,19129.69
Uttar Pradesh,Uttar Pradesh_District_3,2009,Rabi,Chickpea,2206.47,2034.97
Bihar,Bihar_District_4,2014,Kharif,Groundnut,2406.51,3782.35
West Bengal,West Bengal_District_3,2021,Kharif,Cotton,2000.88,1029.79
Madhya Pradesh,Madhya Pradesh_District_2,2008,Rabi,Lentil,578.98,582.39
Punjab,Punjab_District_1,2001,Kharif,Turmeric,2370.42,13312.36
Gujarat,Gujarat_District_4,2002,Rabi,Mustard,856.61,1045.66
Punjab,Punjab_District_2,2019,Kharif,Soyabean,4315.45,4017.76
Karnataka,Karnataka_District_2,2001,Rabi,Wheat,4745.9,13492.46
Rajasthan,Rajasthan_District_3,2011,Rabi,Potato,4644.12,88007.38
Tamil Nadu,Tamil Nadu_District_5,2004,Rabi,Potato,3157.41,74784.05
Gujarat,Gujarat_District_2,2012,Rabi,Lentil,3670.96,3577.78
Andhra Pradesh,Andhra Pradesh_District_2,2008,Kharif,Bajra,3945.53,4268.14
Uttar Pradesh,Uttar Pradesh_District_2,2008,Kharif,Rice,4407.55,7298.29
Telangana,Telangana_District_3,2010,Kharif,Maize,4463.05,9676.09
Andhra Pradesh,Andhra Pradesh_District_3,2019,Kharif,Rice,4469.66,7437.68
Gujarat,Gujarat_District_4,2011,Kharif,Rice,3894.73,11301.88
Gujarat,Gujarat_District_4,2007,Whole Year,Sugarcane,4564.72,268313.99
Karnataka,Karnataka_District_4,2018,Kharif,Soyabean,2380.68,2024.24
Uttar Pradesh,Uttar Pradesh_District_5,2007,Kharif,Turmeric,2476.45,15502.2
Karnataka,Karnataka_District_4,2002,Kharif,Turmeric,1492.29,7484.84
Chhattisgarh,Chhattisgarh_District_5,2008,Kharif,Groundnut,603.9,794.21
Maharashtra,Maharashtra_District_5,2001,Whole Year,Sugarcane,84.55,6313.35
Madhya Pradesh,Madhya Pradesh_District_3,2021,Kharif,Turmeric,850.03,4190.87
Odisha,Odisha_District_1,2020,Kharif,Soyabean,376.45,420.45
Chhattisgarh,Chhattisgarh_District_1,2018,Kharif,Rice,959.78,2382.93
Telangana,Telangana_District_5,2011,Rabi,Wheat,1715.03,5184.08
Haryana,Haryana_District_4,2019,Rabi,Sunflower,121.18,60.88
West Bengal,West Bengal_District_5,2015,Kharif,Maize,3160.47,5472.8
Karnataka,Karnataka_District_5,2009,Rabi,Jowar,3118.71,2870.96
Madhya Pradesh,Madhya Pradesh_District_4,2001,Kharif,Turmeric,394.71,2221.25
West Bengal,West Bengal_District_3,2008,Rabi,Wheat,1962.97,5368.45
Chhattisgarh,Chhattisgarh_District_1,2016,Kharif,Turmeric,1983.99,12042.15
Karnataka,Karnataka_District_1,2007,Rabi,Wheat,527.28,1192.44
Punjab,Punjab_District_3,2015,Rabi,Lentil,1200.62,910.34
Uttar Pradesh,Uttar Pradesh_District_3,2010,Kharif,Bajra,726.17,703.42
Maharashtra,Maharashtra_District_1,2012,Whole Year,Sugarcane,2727.06,213889.38
Bihar,Bihar_District_1,2021,Rabi,Sunflower,2281.68,1217.91
Punjab,Punjab_District_5,2005,Rabi,Mustard,3523.61,3685.15
Andhra Pradesh,Andhra Pradesh_District_3,2008,Kharif,Cotton,4686.9,2738.43
Rajasthan,Rajasthan_District_2,2017,Rabi,Chickpea,2204.5,2427.75
Tamil Nadu,Tamil Nadu_District_2,2011,Whole Year,Sugarcane,1136.1,79928.47
West Bengal,West Bengal_District_2,2019,Rabi,Sunflower,2539.93,2036.03
Madhya Pradesh,Madhya Pradesh_District_3,2016,Whole Year,Sugarcane,4807.52,287238.98
Bihar,Bihar_District_4,2019,Rabi,Wheat,375.87,1116.89
Karnataka,Karnataka_District_3,2011,Kharif,Jowar,455.9,444.3
Haryana,Haryana_District_5,2001,Rabi,Jowar,902.82,876.74
Maharashtra,Maharashtra_District_4,2014,Kharif,Rice,2015.93,4699.68
Karnataka,Karnataka_District_1,2009,Kharif,Cotton,2039.95,1148.0
Punjab,Punjab_District_1,2008,Kharif,Rice,1913.51,5147.33
Haryana,Haryana_District_5,2010,Kharif,Sunflower,679.71,658.77
Telangana,Telangana_District_3,2002,Rabi,Groundnut,3869.68,6282.19
Madhya Pradesh,Madhya Pradesh_District_1,2012,Whole Year,Sugarcane,3313.64,256450.3
Gujarat,Gujarat_District_1,2016,Rabi,Potato,3935.19,68122.56
Rajasthan,Rajasthan_District_5,2003,Kharif,Cotton,3679.14,1625.94
Karnataka,Karnataka_District_3,2005,Rabi,Jowar,1190.43,910.12
Uttar Pradesh,Uttar Pradesh_District_5,2017,Rabi,Lentil,284.78,243.76
West Bengal,West Bengal_District_3,2018,Kharif,Cotton,3561.57,2444.87
Punjab,Punjab_District_4,2006,Rabi,Wheat,2529.67,7688.67
Gujarat,Gujarat_District_3,2016,Whole Year,Sugarcane,4040.56,263219.34
Madhya Pradesh,Madhya Pradesh_District_4,2001,Rabi,Mustard,928.09,966.89
Maharashtra,Maharashtra_District_5,2021,Kharif,Groundnut,3851.92,4377.85
Madhya Pradesh,Madhya Pradesh_District_2,2020,Kharif,Soyabean,255.45,367.78
Punjab,Punjab_District_4,2008,Kharif,Rice,2665.43,4362.54
Tamil Nadu,Tamil Nadu_District_5,2008,Rabi,Sunflower,4899.94,3923.35
Haryana,Haryana_District_5,2019,Rabi,Sunflower,261.1,234.41
Telangana,Telangana_District_2,2020,Whole Year,Sugarcane,1027.53,84940.3
Odisha,Odisha_District_3,2018,Kharif,Bajra,2596.33,2446.46
Punjab,Punjab_District_2,2010,Rabi,Wheat,3198.8,9562.49
Haryana,Haryana_District_2,2018,Kharif,Bajra,4464.94,4104.6
Karnataka,Karnataka_District_4,2009,Kharif,Turmeric,699.33,4164.82
Tamil Nadu,Tamil Nadu_District_4,2003,Rabi,Sunflower,2706.94,1712.05
Uttar Pradesh,Uttar Pradesh_District_5,2021,Kharif,Rice,3007.92,7492.85
Haryana,Haryana_District_5,2019,Rabi,Mustard,1602.46,2063.24
Maharashtra,Maharashtra_District_1,2018,Kharif,Soyabean,3632.75,3224.93
Karnataka,Karnataka_District_1,2005,Kharif,Turmeric,370.09,2513.45
Gujarat,Gujarat_District_3,2014,Kharif,Jowar,391.78,363.47
Odisha,Odisha_District_4,2004,Rabi,Potato,1383.45,23360.85
Tamil Nadu,Tamil Nadu_District_1,2009,Rabi,Potato,2352.35,40622.56
Andhra Pradesh,Andhra Pradesh_District_3,2003,Rabi,Potato,884.14,15419.12
Telangana,Telangana_District_2,2011,Rabi,Mustard,4174.57,4683.55
Gujarat,Gujarat_District_1,2013,Whole Year,Sugarcane,1759.46,113969.87
Maharashtra,Maharashtra_District_1,2017,Kharif,Cotton,556.92,305.15
Karnataka,Karnataka_District_3,2010,Rabi,Potato,743.22,15368.42
Maharashtra,Maharashtra_District_1,2016,Rabi,Jowar,274.49,289.51
Rajasthan,Rajasthan_District_1,2003,Kharif,Bajra,75.6,64.98
Gujarat,Gujarat_District_3,2002,Rabi,Mustard,4377.75,4153.99
Bihar,Bihar_District_5,2010,Kharif,Groundnut,2313.57,2984.29
Gujarat,Gujarat_District_1,2007,Rabi,Chickpea,868.31,756.5
Odisha,Odisha_District_2,2021,Rabi,Potato,3952.37,80859.46
